"Prev.Length","Match.Score","Tile.Size","Prev.Type","Browse.Time"
30,50,0.1,"AC",22.1077246113956
120,50,0.1,"AC",22.3362914591675
30,100,0.1,"AC",22.0170949175991
120,100,0.1,"AC",25.3006021967825
30,50,0.5,"AC",22.419166857933
120,50,0.5,"AC",22.0634665506458
30,100,0.5,"AC",21.535242129923
120,100,0.5,"AC",25.7404134777828
30,50,0.1,"TT",18.9353965020888
120,50,0.1,"TT",17.5211767005328
30,100,0.1,"TT",17.1157696350516
120,100,0.1,"TT",21.9192641333393
30,50,0.5,"TT",17.4233282534593
120,50,0.5,"TT",19.2354871876646
30,100,0.5,"TT",16.6385503809356
120,100,0.5,"TT",20.6060654172174
30,50,0.1,"AC",19.5495781160757
120,50,0.1,"AC",22.6731134157116
30,100,0.1,"AC",21.3892521185371
120,100,0.1,"AC",24.3024002816611
30,50,0.5,"AC",22.4090924339241
120,50,0.5,"AC",22.0644182851219
30,100,0.5,"AC",22.2292128861261
120,100,0.5,"AC",23.684089280162
30,50,0.1,"TT",17.7161889824438
120,50,0.1,"TT",15.7365561207545
30,100,0.1,"TT",15.5425886819287
120,100,0.1,"TT",19.7706975359208
30,50,0.5,"TT",18.2126036185794
120,50,0.5,"TT",15.711968736763
30,100,0.5,"TT",17.3575277638335
120,100,0.5,"TT",20.1471439167903
30,50,0.1,"AC",21.5896457771329
120,50,0.1,"AC",22.2167599970949
30,100,0.1,"AC",23.3054708240534
120,100,0.1,"AC",24.3155446340976
30,50,0.5,"AC",22.7758582226898
120,50,0.5,"AC",23.7459388718413
30,100,0.5,"AC",21.5624477756653
120,100,0.5,"AC",24.4636748038695
30,50,0.1,"TT",16.9946584993294
120,50,0.1,"TT",18.532584596428
30,100,0.1,"TT",15.9504724138464
120,100,0.1,"TT",20.7467016530082
30,50,0.5,"TT",17.0235850756212
120,50,0.5,"TT",19.1641943058011
30,100,0.5,"TT",18.0824719494124
120,100,0.5,"TT",20.1189951907709
30,50,0.1,"AC",25.1660275332421
120,50,0.1,"AC",21.4755680130947
30,100,0.1,"AC",21.191544852013
120,100,0.1,"AC",24.6176199415148
30,50,0.5,"AC",19.9903194557206
120,50,0.5,"AC",22.053141233794
30,100,0.5,"AC",21.6036031648735
120,100,0.5,"AC",24.3131323303395
30,50,0.1,"TT",16.5089216204406
120,50,0.1,"TT",18.3048552792329
30,100,0.1,"TT",16.6370899131312
120,100,0.1,"TT",18.81586481862
30,50,0.5,"TT",14.5148743616028
120,50,0.5,"TT",15.6688167399433
30,100,0.5,"TT",16.6362157223352
120,100,0.5,"TT",20.4532437117277
30,50,0.1,"AC",22.373480734531
120,50,0.1,"AC",22.5023655069871
30,100,0.1,"AC",22.4425020949279
120,100,0.1,"AC",25.7646253907073
30,50,0.5,"AC",22.8152840323709
120,50,0.5,"AC",23.1154519917792
30,100,0.5,"AC",22.6735406496473
120,100,0.5,"AC",24.287110419695
30,50,0.1,"TT",17.5408933544954
120,50,0.1,"TT",18.9259812797266
30,100,0.1,"TT",18.5976772458934
120,100,0.1,"TT",21.3969649350802
30,50,0.5,"TT",15.8874616665959
120,50,0.5,"TT",19.0795314834381
30,100,0.5,"TT",15.9280594436981
120,100,0.5,"TT",19.8793579604527
30,50,0.1,"AC",20.6606485822378
120,50,0.1,"AC",21.0788732279684
30,100,0.1,"AC",20.6374200476405
120,100,0.1,"AC",23.2332519254583
30,50,0.5,"AC",21.5054978797946
120,50,0.5,"AC",21.9745771080653
30,100,0.5,"AC",21.9502435166313
120,100,0.5,"AC",25.6201081766188
30,50,0.1,"TT",15.4821201939029
120,50,0.1,"TT",16.9544950918788
30,100,0.1,"TT",16.4211850025276
120,100,0.1,"TT",18.8209094498653
30,50,0.5,"TT",18.8477974381678
120,50,0.5,"TT",15.4504487885416
30,100,0.5,"TT",17.2604684616894
120,100,0.5,"TT",19.1662808774197
30,50,0.1,"AC",21.151094483045
120,50,0.1,"AC",23.6369652546383
30,100,0.1,"AC",22.0533635515844
120,100,0.1,"AC",24.7323272739516
30,50,0.5,"AC",20.7376033033603
120,50,0.5,"AC",21.7761978448882
30,100,0.5,"AC",21.825032591241
120,100,0.5,"AC",26.5583171020646
30,50,0.1,"TT",17.8735223176857
120,50,0.1,"TT",16.9006493380817
30,100,0.1,"TT",18.1246206544753
120,100,0.1,"TT",17.7946508301416
30,50,0.5,"TT",16.5817570487681
120,50,0.5,"TT",17.0997529677562
30,100,0.5,"TT",17.5412005440743
120,100,0.5,"TT",20.3580186924608
30,50,0.1,"AC",21.5225458699064
120,50,0.1,"AC",23.2678459900834
30,100,0.1,"AC",22.1997613963711
120,100,0.1,"AC",25.1679757754601
30,50,0.5,"AC",21.615448952992
120,50,0.5,"AC",23.1024552982299
30,100,0.5,"AC",21.9442613805542
120,100,0.5,"AC",25.6653323477218
30,50,0.1,"TT",15.9872353702342
120,50,0.1,"TT",17.9882921093081
30,100,0.1,"TT",16.9377211657977
120,100,0.1,"TT",21.216017633108
30,50,0.5,"TT",18.2912585914897
120,50,0.5,"TT",18.4743003957562
30,100,0.5,"TT",17.714475625826
120,100,0.5,"TT",19.6031268034391
30,50,0.1,"AC",23.1494952030693
120,50,0.1,"AC",23.3644868863371
30,100,0.1,"AC",21.956257260812
120,100,0.1,"AC",25.1235105094866
30,50,0.5,"AC",21.1934047251835
120,50,0.5,"AC",21.723720827162
30,100,0.5,"AC",22.3071306200422
120,100,0.5,"AC",24.1833895016688
30,50,0.1,"TT",16.853553752992
120,50,0.1,"TT",17.7776350842015
30,100,0.1,"TT",17.4541887937833
120,100,0.1,"TT",19.6062161199631
30,50,0.5,"TT",16.6188448008634
120,50,0.5,"TT",16.8935438845495
30,100,0.5,"TT",15.8701326688256
120,100,0.5,"TT",20.4610792357195
30,50,0.1,"AC",21.7358252736884
120,50,0.1,"AC",22.1121176301776
30,100,0.1,"AC",20.9721889365648
120,100,0.1,"AC",24.9422024506262
30,50,0.5,"AC",20.7163457646518
120,50,0.5,"AC",24.3083128274241
30,100,0.5,"AC",23.4034602889933
120,100,0.5,"AC",26.6995465918267
30,50,0.1,"TT",18.619538493649
120,50,0.1,"TT",17.5574352497406
30,100,0.1,"TT",16.8503028817448
120,100,0.1,"TT",20.3643930754618
30,50,0.5,"TT",18.2925592763344
120,50,0.5,"TT",17.5922491055373
30,100,0.5,"TT",16.9765970529006
120,100,0.5,"TT",20.1710610598787
30,50,0.1,"AC",22.0346134720794
120,50,0.1,"AC",20.8993142124825
30,100,0.1,"AC",21.2308868120953
120,100,0.1,"AC",25.2767052922143
30,50,0.5,"AC",20.4974171686501
120,50,0.5,"AC",21.4548301701193
30,100,0.5,"AC",22.3671674351544
120,100,0.5,"AC",26.585464756166
30,50,0.1,"TT",16.3485308308927
120,50,0.1,"TT",17.8064217826745
30,100,0.1,"TT",17.7037060262951
120,100,0.1,"TT",22.3006295540072
30,50,0.5,"TT",17.9891763641797
120,50,0.5,"TT",17.1609751049108
30,100,0.5,"TT",15.7815068050435
120,100,0.5,"TT",20.6857088841932
30,50,0.1,"AC",22.9165518317615
120,50,0.1,"AC",22.3973540833518
30,100,0.1,"AC",20.4368166131749
120,100,0.1,"AC",23.4703839809825
30,50,0.5,"AC",20.95462681839
120,50,0.5,"AC",23.2828597818491
30,100,0.5,"AC",21.7128133445954
120,100,0.5,"AC",26.1734596339817
30,50,0.1,"TT",17.9763320693619
120,50,0.1,"TT",16.7791171483396
30,100,0.1,"TT",15.3570749502931
120,100,0.1,"TT",21.123654974449
30,50,0.5,"TT",16.1056147089148
120,50,0.5,"TT",17.240370474629
30,100,0.5,"TT",17.6650170164234
120,100,0.5,"TT",19.673781130998
30,50,0.1,"AC",22.2980394477502
120,50,0.1,"AC",23.5125983381577
30,100,0.1,"AC",21.371099044236
120,100,0.1,"AC",24.9202425996992
30,50,0.5,"AC",21.2204002893251
120,50,0.5,"AC",21.7529905401211
30,100,0.5,"AC",21.6323422806503
120,100,0.5,"AC",27.0303557984647
